status,confidence,match_reason,remote_duplicate_group,remote_path,remote_title,remote_artist,remote_album_artist,remote_album,remote_duration_seconds,remote_size_bytes,remote_youtube_id,remote_resolved_youtube_id,remote_spotify_id,remote_musicbrainz_track_id,local_path,local_title,local_artist,local_album_artist,local_album,local_duration_seconds,local_youtube_id,local_resolved_youtube_id,local_spotify_id,local_musicbrainz_track_id
present_same_path,certain,same_path,no,Favio D/Unknown Album/208 Sorairo Days - Masaaki Endoh Version.m4a,Sorairo Days - Masaaki Endoh Version,Favio D,Favio D,Unknown Album,265.091,4562712,-dWZcF58EgA,-dWZcF58EgA,,,Favio D/Unknown Album/208 Sorairo Days - Masaaki Endoh Version.m4a,Sorairo Days - Masaaki Endoh Version,Favio D,Favio D,Unknown Album,265.112,-dWZcF58EgA,-dWZcF58EgA,,
present_same_path,certain,same_path,no,d!ps/Unknown Album/850 Kessoku Band - あのバンド (Ano Bando) Bocchi the rock street performance version bass & guitar cover.m4a,Kessoku Band - あのバンド (Ano Bando) Bocchi the rock street performance version bass & guitar cover,d!ps,d!ps,Unknown Album,95.806,1784709,ke1YycY5Paw,ke1YycY5Paw,,,d!ps/Unknown Album/850 Kessoku Band - あのバンド (Ano Bando) Bocchi the rock street performance version bass & guitar cover.m4a,Kessoku Band - あのバンド (Ano Bando) Bocchi the rock street performance version bass & guitar cover,d!ps,d!ps,Unknown Album,95.827,ke1YycY5Paw,ke1YycY5Paw,,
present_same_path,certain,same_path,no,All That Remains/The Fall Of Ideals/01 This Calling.m4a,This Calling,All That Remains,All That Remains,The Fall Of Ideals,218.534,3911787,raRHUG0PkQU,1AINHDstO_w,2vH5Fy44mcCDUrUk0XbvfH,72813817-ba41-4d12-8dc8-1dc609e0c723,All That Remains/The Fall Of Ideals/01 This Calling.m4a,This Calling,All That Remains,All That Remains,The Fall Of Ideals,218.555,raRHUG0PkQU,1AINHDstO_w,2vH5Fy44mcCDUrUk0XbvfH,72813817-ba41-4d12-8dc8-1dc609e0c723
present_same_path,certain,same_path,no,yama/the meaning of life/1281 クリーム(Versus The Night 0.0).m4a,クリーム(Versus The Night 0.0),yama,yama,the meaning of life,218.616,3842785,F0F1rrVI7cQ,F0F1rrVI7cQ,,ee5fe66e-1e74-4c36-944c-8d4effcbeeb0,yama/the meaning of life/1281 クリーム(Versus The Night 0.0).m4a,クリーム(Versus The Night 0.0),yama,yama,the meaning of life,218.637,F0F1rrVI7cQ,F0F1rrVI7cQ,,ee5fe66e-1e74-4c36-944c-8d4effcbeeb0
present_same_path,certain,same_path,no,Worldwide FM/Unknown Album/782 Joe Armon-Jones and Femi Koleoso for Brownswood Basement x The Lot Radio.m4a,Joe Armon-Jones and Femi Koleoso for Brownswood Basement x The Lot Radio,Worldwide FM,Worldwide FM,Unknown Album,1208.204,19885205,-7givQ1hvWs,-7givQ1hvWs,,,Worldwide FM/Unknown Album/782 Joe Armon-Jones and Femi Koleoso for Brownswood Basement x The Lot Radio.m4a,Joe Armon-Jones and Femi Koleoso for Brownswood Basement x The Lot Radio,Worldwide FM,Worldwide FM,Unknown Album,1208.225,-7givQ1hvWs,-7givQ1hvWs,,
present_same_path,certain,same_path,no,"sidenerds/wasurerarenai, sorega anata/01 わすれたい - Need it gone.m4a",わすれたい - Need it gone,sidenerds,sidenerds,"wasurerarenai, sorega anata",140.287,2688645,XbxhdBAEGHQ,XbxhdBAEGHQ,6ZSTRdP4LZn9f7k9KWpNdp,868e8ca5-6b43-4e62-b0d3-02456b422c87,"sidenerds/wasurerarenai, sorega anata/01 わすれたい - Need it gone.m4a",わすれたい - Need it gone,sidenerds,sidenerds,"wasurerarenai, sorega anata",140.308,XbxhdBAEGHQ,XbxhdBAEGHQ,6ZSTRdP4LZn9f7k9KWpNdp,868e8ca5-6b43-4e62-b0d3-02456b422c87
present_same_path,certain,same_path,no,sidenerds/dive/02 入水 - dive.m4a,入水 - dive,sidenerds,sidenerds,dive,232.064,4281838,iowEDFhRSGY,iowEDFhRSGY,5aQKenjiIpQOShuIHsGqrU,0d9cec5d-51b2-4781-b9f1-909395e13ebc,sidenerds/dive/02 入水 - dive.m4a,入水 - dive,sidenerds,sidenerds,dive,232.085,iowEDFhRSGY,iowEDFhRSGY,5aQKenjiIpQOShuIHsGqrU,0d9cec5d-51b2-4781-b9f1-909395e13ebc
present_same_path,certain,same_path,no,Furui Riho/Hello/01 Hello.m4a,Hello,Furui Riho,Furui Riho,Hello,232.097,4380969,Eu7l7aSLxG0,Eu7l7aSLxG0,7A7ZcbZVlgiIgohy5EpwwS,55ffd8d7-92d5-4b99-818f-92cf99a914aa,Furui Riho/Hello/01 Hello.m4a,Hello,Furui Riho,Furui Riho,Hello,232.118,Eu7l7aSLxG0,Eu7l7aSLxG0,7A7ZcbZVlgiIgohy5EpwwS,55ffd8d7-92d5-4b99-818f-92cf99a914aa
present_same_path,certain,same_path,no,Jacob Collier/Djesse Vol. 3/11 He Won't Hold You (feat. Rapsody).m4a,He Won't Hold You (feat. Rapsody),Jacob Collier,Jacob Collier,Djesse Vol. 3,300.134,5383238,OnA5po3ASyI,vlButWxm1AI,3mSoxi4aC7oiTGJjsLLkaM,,Jacob Collier/Djesse Vol. 3/11 He Won't Hold You (feat. Rapsody).m4a,He Won't Hold You (feat. Rapsody),Jacob Collier,Jacob Collier,Djesse Vol. 3,300.155,OnA5po3ASyI,vlButWxm1AI,3mSoxi4aC7oiTGJjsLLkaM,
present_same_path,certain,same_path,no,Jacob Collier/Djesse Vol. 2/04 Make Me Cry.m4a,Make Me Cry,Jacob Collier,Jacob Collier,Djesse Vol. 2,232.800,4268308,Ra77qWfXv1c,-qMc2KoXUV8,4Y6VEDkRSpbn8Wt8x18RHh,0c5f3897-2ba3-4b59-907e-2ce979357fd6,Jacob Collier/Djesse Vol. 2/04 Make Me Cry.m4a,Make Me Cry,Jacob Collier,Jacob Collier,Djesse Vol. 2,232.821,Ra77qWfXv1c,-qMc2KoXUV8,4Y6VEDkRSpbn8Wt8x18RHh,0c5f3897-2ba3-4b59-907e-2ce979357fd6
present_same_path,certain,same_path,no,Jacob Collier/Djesse Vol. 2/06 Feel (feat. Lianne La Havas).m4a,Feel (feat. Lianne La Havas),Jacob Collier,Jacob Collier,Djesse Vol. 2,390.560,6881615,VMzIBNC_ojI,OGfGEPVyvu8,7MGNHuYwmm9UjQgdVciO1v,,Jacob Collier/Djesse Vol. 2/06 Feel (feat. Lianne La Havas).m4a,Feel (feat. Lianne La Havas),Jacob Collier,Jacob Collier,Djesse Vol. 2,390.581,VMzIBNC_ojI,OGfGEPVyvu8,7MGNHuYwmm9UjQgdVciO1v,
present_same_path,certain,same_path,no,Kevin Zamora/Unknown Album/351 tricot - Pork Ginger (ポークジンジャー) _ english_japanese_romaji lyrics 歌詞.m4a,tricot - Pork Ginger (ポークジンジャー) | english/japanese/romaji lyrics 歌詞,Kevin Zamora,Kevin Zamora,Unknown Album,283.435,4866424,aLUYB0YgNX0,aLUYB0YgNX0,,,Kevin Zamora/Unknown Album/351 tricot - Pork Ginger (ポークジンジャー) _ english_japanese_romaji lyrics 歌詞.m4a,tricot - Pork Ginger (ポークジンジャー) | english/japanese/romaji lyrics 歌詞,Kevin Zamora,Kevin Zamora,Unknown Album,283.456,aLUYB0YgNX0,aLUYB0YgNX0,,
present_same_path,certain,same_path,no,ZERO[Hz]/VENOM/01 VENOM.m4a,VENOM,ZERO[Hz],ZERO[Hz],VENOM,221.900,4018872,M-3L5SYSFc0,vURTztqLRws,0MkWWUuBmIJ6Y8SurSeJ2E,,ZERO[Hz]/VENOM/01 VENOM.m4a,VENOM,ZERO[Hz],ZERO[Hz],VENOM,221.921,M-3L5SYSFc0,vURTztqLRws,0MkWWUuBmIJ6Y8SurSeJ2E,
present_same_path,certain,same_path,no,The Long Faces/Sail Away/01 Sail Away.m4a,Sail Away,The Long Faces,The Long Faces,Sail Away,224.454,3981034,pCIDSrebiPU,pCIDSrebiPU,5n6Lgo7r6BKx2E3tXZuVe3,49c75338-6931-4e12-b1bd-c792338969c8,The Long Faces/Sail Away/01 Sail Away.m4a,Sail Away,The Long Faces,The Long Faces,Sail Away,224.475,pCIDSrebiPU,pCIDSrebiPU,5n6Lgo7r6BKx2E3tXZuVe3,49c75338-6931-4e12-b1bd-c792338969c8
present_same_path,certain,same_path,no,Kaneko Ayano/Hikari No Hou E/01 光の方へ - Hikari No Hou E.m4a,光の方へ - Hikari No Hou E,Kaneko Ayano,Kaneko Ayano,Hikari No Hou E,229.227,4005958,cE7-jDEKtE4,RxlZ-yhz-Y4,,,Kaneko Ayano/Hikari No Hou E/01 光の方へ - Hikari No Hou E.m4a,光の方へ - Hikari No Hou E,Kaneko Ayano,Kaneko Ayano,Hikari No Hou E,229.248,cE7-jDEKtE4,RxlZ-yhz-Y4,,
present_same_path,certain,same_path,no,Kaneko Ayano/Unknown Album/343 カネコアヤノ『やさしい生活』.m4a,カネコアヤノ『やさしい生活』,Kaneko Ayano,Kaneko Ayano,Unknown Album,300.310,5002131,rBLSqKioHXQ,rBLSqKioHXQ,,,Kaneko Ayano/Unknown Album/343 カネコアヤノ『やさしい生活』.m4a,カネコアヤノ『やさしい生活』,Kaneko Ayano,Kaneko Ayano,Unknown Album,300.331,rBLSqKioHXQ,rBLSqKioHXQ,,
present_same_path,certain,same_path,no,HANABIE./L.C.G/01 L.C.G.m4a,L.C.G,HANABIE.,HANABIE.,L.C.G,236.835,4249976,1unAr05MRis,Qvdi5XM38fY,0MnPMJ5LZuyHFWjbIZQESF,99e0fb86-c9fd-41a0-b0af-067d7ad18404,HANABIE./L.C.G/01 L.C.G.m4a,L.C.G,HANABIE.,HANABIE.,L.C.G,236.849,1unAr05MRis,Qvdi5XM38fY,0MnPMJ5LZuyHFWjbIZQESF,99e0fb86-c9fd-41a0-b0af-067d7ad18404
present_same_path,certain,same_path,no,HANABIE./Unknown Album/245 【呪術廻戦】女子大生がデスボとハイトーンで廻廻奇譚歌ってみた【花冷え。歌ってみた第二弾】.m4a,【呪術廻戦】女子大生がデスボとハイトーンで廻廻奇譚歌ってみた【花冷え。歌ってみた第二弾】,HANABIE.,HANABIE.,Unknown Album,284.971,4982488,--lSgom2ik0,--lSgom2ik0,,,HANABIE./Unknown Album/245 【呪術廻戦】女子大生がデスボとハイトーンで廻廻奇譚歌ってみた【花冷え。歌ってみた第二弾】.m4a,【呪術廻戦】女子大生がデスボとハイトーンで廻廻奇譚歌ってみた【花冷え。歌ってみた第二弾】,HANABIE.,HANABIE.,Unknown Album,284.992,--lSgom2ik0,--lSgom2ik0,,
present_same_path,certain,same_path,no,HANABIE./Unknown Album/244 花冷え。- 踊 _ Ado(Band cover Metal ver.) (歌ってみた第3弾).m4a,花冷え。- 踊 / Ado(Band cover Metal ver.) (歌ってみた第3弾),HANABIE.,HANABIE.,Unknown Album,215.157,3833368,SPSpXzp3tfQ,SPSpXzp3tfQ,,,HANABIE./Unknown Album/244 花冷え。- 踊 _ Ado(Band cover Metal ver.) (歌ってみた第3弾).m4a,花冷え。- 踊 / Ado(Band cover Metal ver.) (歌ってみた第3弾),HANABIE.,HANABIE.,Unknown Album,215.177,SPSpXzp3tfQ,SPSpXzp3tfQ,,
present_same_path,certain,same_path,no,HANABIE./Girl's Reform Manifest/05 Reiwa dating apps generation.m4a,Reiwa dating apps generation,HANABIE.,HANABIE.,Girl's Reform Manifest,209.625,3885689,LOs_Th_qyIs,MmJPxJSPLcA,41qfrjr1dy4R2KAPl2raZW,,HANABIE./Girl's Reform Manifest/05 Reiwa dating apps generation.m4a,Reiwa dating apps generation,HANABIE.,HANABIE.,Girl's Reform Manifest,209.646,LOs_Th_qyIs,MmJPxJSPLcA,41qfrjr1dy4R2KAPl2raZW,
present_same_path,certain,same_path,no,HANABIE./Girl's Reform Manifest/07 我甘党 - We love sweets.m4a,我甘党 - We love sweets,HANABIE.,HANABIE.,Girl's Reform Manifest,159.520,3037290,G18yyvPCiTM,fh6N4bDnTs0,0XuctrPVJmwNifmEaoC5Bj,,HANABIE./Girl's Reform Manifest/07 我甘党 - We love sweets.m4a,我甘党 - We love sweets,HANABIE.,HANABIE.,Girl's Reform Manifest,159.541,G18yyvPCiTM,fh6N4bDnTs0,0XuctrPVJmwNifmEaoC5Bj,
present_same_path,certain,same_path,no,"Emery/The Question/11 In A Lose, Lose Situation.m4a","In A Lose, Lose Situation",Emery,Emery,The Question,236.627,4208287,5xGgXTSMzh8,5xGgXTSMzh8,4BBVl7gen8DfkFjgd1kGZd,f13b9a91-b330-4fdf-a0c4-7c8cf2ae0c76,"Emery/The Question/11 In A Lose, Lose Situation.m4a","In A Lose, Lose Situation",Emery,Emery,The Question,236.648,5xGgXTSMzh8,5xGgXTSMzh8,4BBVl7gen8DfkFjgd1kGZd,f13b9a91-b330-4fdf-a0c4-7c8cf2ae0c76
present_same_path,certain,same_path,no,"CQ/Communication,Cultural,Curiosity Quotient～2024 Remastered～/01 Disco Crimson.m4a",Disco Crimson,CQ,CQ,"Communication,Cultural,Curiosity Quotient～2024 Remastered～",271.667,4614564,FML2d5Dt-lg,FML2d5Dt-lg,00TazEoB0bLPQMkGOslGlp,1cbc4239-22a9-4ee7-a382-d87587abedf5,"CQ/Communication,Cultural,Curiosity Quotient～2024 Remastered～/01 Disco Crimson.m4a",Disco Crimson,CQ,CQ,"Communication,Cultural,Curiosity Quotient～2024 Remastered～",271.688,FML2d5Dt-lg,FML2d5Dt-lg,00TazEoB0bLPQMkGOslGlp,1cbc4239-22a9-4ee7-a382-d87587abedf5
present_same_path,certain,same_path,no,Fennel/slow down/01 drunker.m4a,drunker,Fennel,Fennel,slow down,275.000,4767885,qMVy9tB1bTk,qMVy9tB1bTk,2TNwH1GLmKSFugnCKenHoG,e784a65d-d20c-44eb-9ed8-286ae7f170df,Fennel/slow down/01 drunker.m4a,drunker,Fennel,Fennel,slow down,275.021,qMVy9tB1bTk,qMVy9tB1bTk,2TNwH1GLmKSFugnCKenHoG,e784a65d-d20c-44eb-9ed8-286ae7f170df
present_same_path,certain,same_path,no,supercell/Today Is A Beautiful Day/08 Feel So Good.m4a,Feel So Good,supercell,supercell,Today Is A Beautiful Day,301.987,5369195,a8jGd3h58fI,a8jGd3h58fI,7KZdhGQMMrzeJj0ETX80km,69ca2c36-8642-4968-9e7d-451d9d98114c,supercell/Today Is A Beautiful Day/08 Feel So Good.m4a,Feel So Good,supercell,supercell,Today Is A Beautiful Day,302.008,a8jGd3h58fI,a8jGd3h58fI,7KZdhGQMMrzeJj0ETX80km,69ca2c36-8642-4968-9e7d-451d9d98114c
present_same_path,certain,same_path,no,supercell/Unknown Album/1116 #Love (feat. Ann & gaku).m4a,#Love (feat. Ann & gaku),supercell,supercell,Unknown Album,260.354,4468872,mx6E6EJnLPg,mx6E6EJnLPg,,,supercell/Unknown Album/1116 #Love (feat. Ann & gaku).m4a,#Love (feat. Ann & gaku),supercell,supercell,Unknown Album,260.375,mx6E6EJnLPg,mx6E6EJnLPg,,
present_same_path,certain,same_path,no,Squall Of Scream/WHAT COLOR/01 花の色 - Color Of Flower.m4a,花の色 - Color Of Flower,Squall Of Scream,Squall Of Scream,WHAT COLOR,249.065,4557111,N5wa9tc7KGM,RbLtOhPLhKo,4Xa3gvE8evELv6cmKTNaKt,64772c10-4d2e-4813-8faf-0f7d3b60963d,Squall Of Scream/WHAT COLOR/01 花の色 - Color Of Flower.m4a,花の色 - Color Of Flower,Squall Of Scream,Squall Of Scream,WHAT COLOR,249.078,N5wa9tc7KGM,RbLtOhPLhKo,4Xa3gvE8evELv6cmKTNaKt,64772c10-4d2e-4813-8faf-0f7d3b60963d
present_same_path,certain,same_path,no,chouchou merged syrups/since/07 白い呼吸 - white breath.m4a,白い呼吸 - white breath,chouchou merged syrups,chouchou merged syrups,since,289.854,4879814,SF-qM3C0kUQ,SF-qM3C0kUQ,4JQm8GF2i4IWdrZyOhNS9G,c55f29dc-9998-4b35-8489-4fa334865a9a,chouchou merged syrups/since/07 白い呼吸 - white breath.m4a,白い呼吸 - white breath,chouchou merged syrups,chouchou merged syrups,since,289.875,SF-qM3C0kUQ,SF-qM3C0kUQ,4JQm8GF2i4IWdrZyOhNS9G,c55f29dc-9998-4b35-8489-4fa334865a9a
present_same_path,certain,same_path,no,ESNO/Release/02 CME.m4a,CME,ESNO,ESNO,Release,204.094,3573425,50sKGUj9PEQ,50sKGUj9PEQ,2WxAKSoagEl8jJN9qpRjyn,cbffaba8-7bba-4365-913b-93791af0fff8,ESNO/Release/02 CME.m4a,CME,ESNO,ESNO,Release,204.115,50sKGUj9PEQ,50sKGUj9PEQ,2WxAKSoagEl8jJN9qpRjyn,cbffaba8-7bba-4365-913b-93791af0fff8
present_same_path,certain,same_path,no,Sonic Youth/Unknown Album/621 Incinerate Closed Captioned.m4a,Incinerate Closed Captioned,Sonic Youth,Sonic Youth,Unknown Album,292.932,4921600,rP3ovD8ZSS4,rP3ovD8ZSS4,,,Sonic Youth/Unknown Album/621 Incinerate Closed Captioned.m4a,Incinerate Closed Captioned,Sonic Youth,Sonic Youth,Unknown Album,292.953,rP3ovD8ZSS4,rP3ovD8ZSS4,,
present_same_path,certain,same_path,no,Mother Mother/O My Heart/08 Hayloft.m4a,Hayloft,Mother Mother,Mother Mother,O My Heart,181.680,3375882,wiXvDsHfpdk,AJ21voLY3BU,2kKkl59fY6Cic1CmhvSEZK,71a7dc8b-c8cd-4c26-a8d8-525751389d42,Mother Mother/O My Heart/08 Hayloft.m4a,Hayloft,Mother Mother,Mother Mother,O My Heart,181.701,wiXvDsHfpdk,AJ21voLY3BU,2kKkl59fY6Cic1CmhvSEZK,71a7dc8b-c8cd-4c26-a8d8-525751389d42
present_same_path,certain,same_path,no,Mother Mother/Touch Up/449 Oh Ana.m4a,Oh Ana,Mother Mother,Mother Mother,Touch Up,197.080,3410834,djS5XuvRafM,nj6pZFnZnEg,1HOhw9h6IpSVpFPS6OzUu4,82217aa5-53b8-4a91-b1ba-b23e94424374,Mother Mother/Touch Up/449 Oh Ana.m4a,Oh Ana,Mother Mother,Mother Mother,Touch Up,197.101,djS5XuvRafM,nj6pZFnZnEg,1HOhw9h6IpSVpFPS6OzUu4,82217aa5-53b8-4a91-b1ba-b23e94424374
present_same_path,certain,same_path,no,Otomekaiga/Kyoukai/03 日が落ちた - hi ga ochita.m4a,日が落ちた - hi ga ochita,Otomekaiga,Otomekaiga,Kyoukai,202.701,3581623,WBzT2yc2Do8,qKUp3V44Nr8,0mA8tTQls2R6eBMIz7bF2P,,Otomekaiga/Kyoukai/03 日が落ちた - hi ga ochita.m4a,日が落ちた - hi ga ochita,Otomekaiga,Otomekaiga,Kyoukai,202.715,WBzT2yc2Do8,qKUp3V44Nr8,0mA8tTQls2R6eBMIz7bF2P,
present_same_path,certain,same_path,no,fulusu/Chapter_ Nearend/01 色の無い芸術 - Monochrome art.m4a,色の無い芸術 - Monochrome art,fulusu,fulusu,Chapter: Nearend,270.002,4555329,kNvDLBQ0LUM,dEemrM9YtI0,1EMraIZgUEanQCInR6UK0i,b4e133ff-2f4c-45a6-b50d-4935c2233ed3,fulusu/Chapter_ Nearend/01 色の無い芸術 - Monochrome art.m4a,色の無い芸術 - Monochrome art,fulusu,fulusu,Chapter: Nearend,270.023,kNvDLBQ0LUM,dEemrM9YtI0,1EMraIZgUEanQCInR6UK0i,b4e133ff-2f4c-45a6-b50d-4935c2233ed3
present_same_path,certain,same_path,no,fulusu/Bruised by Praise/08 乞う身体 - The Begging Body.m4a,乞う身体 - The Begging Body,fulusu,fulusu,Bruised by Praise,218.731,3852999,dH9aeXLGd3o,-WO-qKLAIQA,3hwG3Jq8lfHIvpZSGnooYR,db217a62-104e-4053-b64e-4020479181e9,fulusu/Bruised by Praise/08 乞う身体 - The Begging Body.m4a,乞う身体 - The Begging Body,fulusu,fulusu,Bruised by Praise,218.752,dH9aeXLGd3o,-WO-qKLAIQA,3hwG3Jq8lfHIvpZSGnooYR,db217a62-104e-4053-b64e-4020479181e9
present_same_path,certain,same_path,no,fulusu/Chapter_ Lost/02 考察_ 雨 - Consideration_ Rain.m4a,考察: 雨 - Consideration: Rain,fulusu,fulusu,Chapter: Lost,274.750,4688515,ut68rpt_CCE,XS-PrRMoMPQ,5SxIrRf98AVdoinrev47Pw,,fulusu/Chapter_ Lost/02 考察_ 雨 - Consideration_ Rain.m4a,考察: 雨 - Consideration: Rain,fulusu,fulusu,Chapter: Lost,274.771,ut68rpt_CCE,XS-PrRMoMPQ,5SxIrRf98AVdoinrev47Pw,
present_same_path,certain,same_path,no,fulusu/Trial_ One/02 Ash.m4a,Ash,fulusu,fulusu,Trial: One,192.747,3183124,2cYlRgnBceo,Pfx-iH6FQe4,2ujEmmRWHBXoRKY8RYQ5js,170aca22-bc61-4783-8701-a4cf46b854c5,fulusu/Trial_ One/02 Ash.m4a,Ash,fulusu,fulusu,Trial: One,192.768,2cYlRgnBceo,Pfx-iH6FQe4,2ujEmmRWHBXoRKY8RYQ5js,170aca22-bc61-4783-8701-a4cf46b854c5
present_same_path,certain,same_path,no,Rise Against/Siren Song Of The Counter-Culture/04 Paper Wings.m4a,Paper Wings,Rise Against,Rise Against,Siren Song Of The Counter-Culture,223.614,4119384,ZJwy9jTiyu4,ZJwy9jTiyu4,6Nl8qp2bhHHWGYt3BYmsY1,93313021-0cdb-4693-bb62-7c1e938a51c0,Rise Against/Siren Song Of The Counter-Culture/04 Paper Wings.m4a,Paper Wings,Rise Against,Rise Against,Siren Song Of The Counter-Culture,223.635,ZJwy9jTiyu4,ZJwy9jTiyu4,6Nl8qp2bhHHWGYt3BYmsY1,93313021-0cdb-4693-bb62-7c1e938a51c0
present_same_path,certain,same_path,no,kamome sano/if/07 __emotional_.m4a,</emotional>,kamome sano,kamome sano,if,328.087,5616678,LwMcOE2gnPY,fTsJZd-uNmY,2ly6QfSfx7OYs3Zlbpe1Cl,8fe954c6-353c-491a-bdfc-f7071c94b058,kamome sano/if/07 __emotional_.m4a,</emotional>,kamome sano,kamome sano,if,328.108,LwMcOE2gnPY,fTsJZd-uNmY,2ly6QfSfx7OYs3Zlbpe1Cl,8fe954c6-353c-491a-bdfc-f7071c94b058
present_same_path,certain,same_path,no,GALNERYUS/ANGEL OF SALVATION/06 HUNTING FOR YOUR DREAM.m4a,HUNTING FOR YOUR DREAM,GALNERYUS,GALNERYUS,ANGEL OF SALVATION,324.461,5639865,6FhmyWT-_0U,CyIoNt2m1Gw,2wSBd0G5t1suEUn4xWM8Vh,b4be6f3d-9a2c-4ba4-b641-88973ff1e7e5,GALNERYUS/ANGEL OF SALVATION/06 HUNTING FOR YOUR DREAM.m4a,HUNTING FOR YOUR DREAM,GALNERYUS,GALNERYUS,ANGEL OF SALVATION,324.475,6FhmyWT-_0U,CyIoNt2m1Gw,2wSBd0G5t1suEUn4xWM8Vh,b4be6f3d-9a2c-4ba4-b641-88973ff1e7e5
present_same_path,certain,same_path,no,Akatan/口癖/01 口癖.m4a,口癖,Akatan,Akatan,口癖,233.847,4145275,gXrMwXPVRsU,gXrMwXPVRsU,3jqfaSTM10ZP7uoF6x1x5R,,Akatan/口癖/01 口癖.m4a,口癖,Akatan,Akatan,口癖,233.868,gXrMwXPVRsU,gXrMwXPVRsU,3jqfaSTM10ZP7uoF6x1x5R,
present_same_path,certain,same_path,no,Inshow ha/Kirei/01 綺麗 - Kirei.m4a,綺麗 - Kirei,Inshow ha,Inshow ha,Kirei,246.227,4309936,S1QiBHQIchU,6ssL75lEiqU,5z846UkX9wf8n2wB2kuuEA,,Inshow ha/Kirei/01 綺麗 - Kirei.m4a,綺麗 - Kirei,Inshow ha,Inshow ha,Kirei,246.248,S1QiBHQIchU,6ssL75lEiqU,5z846UkX9wf8n2wB2kuuEA,
present_same_path,certain,same_path,no,BADBADNOTGOOD/BBNG x Odd Future/62 SHE.m4a,SHE,BADBADNOTGOOD,BADBADNOTGOOD,BBNG x Odd Future,476.729,7995411,2KAiszHdGH8,2KAiszHdGH8,,1a0fc804-6821-44df-98b9-1cf7a8f61dbc,BADBADNOTGOOD/BBNG x Odd Future/62 SHE.m4a,SHE,BADBADNOTGOOD,BADBADNOTGOOD,BBNG x Odd Future,476.750,2KAiszHdGH8,2KAiszHdGH8,,1a0fc804-6821-44df-98b9-1cf7a8f61dbc
present_same_path,certain,same_path,no,BADBADNOTGOOD/Talk Memory/01 Signal from the Noise.m4a,Signal from the Noise,BADBADNOTGOOD,BADBADNOTGOOD,Talk Memory,542.750,9029564,gMEto80a2HY,xoIJEwmLHlU,0AJ8ksaZ9skN8UxEQw3L2p,b61af8fb-b2f7-4dc7-ab97-2e55f817e421,BADBADNOTGOOD/Talk Memory/01 Signal from the Noise.m4a,Signal from the Noise,BADBADNOTGOOD,BADBADNOTGOOD,Talk Memory,542.771,gMEto80a2HY,xoIJEwmLHlU,0AJ8ksaZ9skN8UxEQw3L2p,b61af8fb-b2f7-4dc7-ab97-2e55f817e421
present_same_path,certain,same_path,no,hitorie/DEEPER/900 ワンミーツハー - One Me Two Hearts.m4a,ワンミーツハー - One Me Two Hearts,hitorie,hitorie,DEEPER,203.600,3740185,_NJ3LGt5gNQ,_NJ3LGt5gNQ,,,hitorie/DEEPER/900 ワンミーツハー - One Me Two Hearts.m4a,ワンミーツハー - One Me Two Hearts,hitorie,hitorie,DEEPER,203.621,_NJ3LGt5gNQ,_NJ3LGt5gNQ,,
present_same_path,certain,same_path,no,CodyLee/Dancing Lights/01 おどる ひかり.m4a,おどる ひかり,CodyLee,CodyLee,Dancing Lights,281.296,4869834,xn6pEFpbXh8,LmVcqQsYNEM,5vKeKeMQEOVVHvWoboCWdK,,CodyLee/Dancing Lights/01 おどる ひかり.m4a,おどる ひかり,CodyLee,CodyLee,Dancing Lights,281.317,xn6pEFpbXh8,LmVcqQsYNEM,5vKeKeMQEOVVHvWoboCWdK,
present_same_path,certain,same_path,no,mitsume/Eye/06 Disco.m4a,Disco,mitsume,mitsume,Eye,181.027,3103551,Q26ZILgxDj4,Q26ZILgxDj4,4jzlvo0SdmUZGAjZSvmREI,,mitsume/Eye/06 Disco.m4a,Disco,mitsume,mitsume,Eye,181.048,Q26ZILgxDj4,Q26ZILgxDj4,4jzlvo0SdmUZGAjZSvmREI,
present_same_path,certain,same_path,no,NEWFOLK/Unknown Album/468 ラッキーオールドサン _深夜テンション_ (Official Music Video).m4a,"ラッキーオールドサン ""深夜テンション"" (Official Music Video)",NEWFOLK,NEWFOLK,Unknown Album,276.587,4108772,wCyMv_MM7Dc,wCyMv_MM7Dc,,,NEWFOLK/Unknown Album/468 ラッキーオールドサン _深夜テンション_ (Official Music Video).m4a,"ラッキーオールドサン ""深夜テンション"" (Official Music Video)",NEWFOLK,NEWFOLK,Unknown Album,276.608,wCyMv_MM7Dc,wCyMv_MM7Dc,,
present_same_path,certain,same_path,no,darthhelmet2193/Unknown Album/852 Asaki - Sanagi.m4a,Asaki - Sanagi,darthhelmet2193,darthhelmet2193,Unknown Album,394.600,6520851,qGf-ZiLlDnw,qGf-ZiLlDnw,,,darthhelmet2193/Unknown Album/852 Asaki - Sanagi.m4a,Asaki - Sanagi,darthhelmet2193,darthhelmet2193,Unknown Album,394.621,qGf-ZiLlDnw,qGf-ZiLlDnw,,
